location_pair,ODM_value
"('Pécs', 'Debrecen')",1031.249113509331
"('Pécs', 'Nyíregyháza')",1415.9021287847274
"('Pécs', 'Miskolc')",1291.774444341398
"('Pécs', 'Siófok')",206.6323892450675
"('Pécs', 'Veszprém')",622.1072567483895
"('Pécs', 'Sopron')",746.8391065890861
"('Pécs', 'Szombathely')",1305.074227934487
"('Szekszárd', 'Debrecen')",468.2591291302822
"('Szekszárd', 'Nyíregyháza')",575.204509786045
"('Szekszárd', 'Miskolc')",1756.4238083325786
"('Szekszárd', 'Siófok')",477.01243766785865
"('Szekszárd', 'Veszprém')",1267.2267037829465
"('Szekszárd', 'Sopron')",1139.0429161556076
"('Szekszárd', 'Szombathely')",1117.8561281217599
"('Debrecen', 'Nyíregyháza')",1155.9283171975108
"('Debrecen', 'Miskolc')",1196.073049623617
"('Debrecen', 'Siófok')",1146.885815712587
"('Debrecen', 'Veszprém')",1186.7269848939268
"('Debrecen', 'Sopron')",324.82505772382956
"('Debrecen', 'Szombathely')",1191.4280218469257
"('Nyíregyháza', 'Miskolc')",398.39462929275936
"('Nyíregyháza', 'Siófok')",1202.7671963028279
"('Nyíregyháza', 'Veszprém')",1170.7087473633762
"('Nyíregyháza', 'Sopron')",746.7326805028284
"('Nyíregyháza', 'Szombathely')",1090.8985145333165
"('Miskolc', 'Siófok')",1247.7125873190157
"('Miskolc', 'Veszprém')",1498.7982616034878
"('Miskolc', 'Sopron')",2024.2814955901247
"('Miskolc', 'Szombathely')",1162.0938235351991
"('Siófok', 'Veszprém')",725.104021467064
"('Siófok', 'Sopron')",1257.0144350844967
"('Siófok', 'Szombathely')",657.1196061221798
"('Veszprém', 'Sopron')",2209.727067087082
"('Veszprém', 'Szombathely')",0.0010000000515901775
"('Sopron', 'Szombathely')",937.036170252465
